"unique_moving_id","study_id","location_id","moving_time_start","moving_time_end","moving_day_of_week","moving_time_of_day","moving_count_surveyor","moving_conditions","moving_microclimate","moving_temperature","moving_row_id","moving_row_total","moving_male","moving_male_mobility_assist","moving_female","moving_female_mobility_assist","moving_other_unsure","moving_other_unsure_mobility_assist","moving_total_mobility_assist","moving_groupsize_1","moving_groupsize_2","moving_groupsize_3","moving_groupsize_4","moving_groupsize_5","moving_groupsize_6","moving_groupsize_7","moving_groupsize_8","moving_groupsize_9","moving_groupsize_10+","moving_0-4","moving_5-14","moving_15-24","moving_25-44","moving_45-64","moving_65+","moving_25_64","moving_pedestrian","moving_micromobility","moving_bicycling","moving_motorized","moving_supported","moving_notes"
"1187","2018_Seattle_Citywide","BLV2","2018 Aug 23 12:48:00 PM","2018 Aug 23 12:58:00 PM","Weekday","Midday","UD4H",,"Heavy Clouds","64","1","5",,,,,,,,"3","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"259","2018_Seattle_Citywide","GPR2","2018 Aug 23 12:48:00 PM","2018 Aug 23 12:58:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","62","1","16",,,,,,,,"7","3","1","0","0","0","0","0","0","0",,,,,,,,,,,,,
"853","2018_Seattle_Citywide","FRE1","2018 Aug 23 12:16:00 PM","2018 Aug 23 12:26:00 PM","Weekday","Midday","UD4H",,"Heavy Clouds","65","2","76","46",,"30",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1060","2018_Seattle_Citywide","GPR1","2018 Aug 23 12:15:00 PM","2018 Aug 23 12:25:00 PM","Weekday","Midday","UD4H",,"Heavy Clouds","60","2","18","10",,"8",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"484","2018_Seattle_Citywide","BLV1","2018 Aug 23 12:14:00 PM","2018 Aug 23 12:24:00 PM","Weekday","Midday","UD4H",,"Heavy Clouds","63","2","2","2",,"0",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,,
"852","2018_Seattle_Citywide","FRE1","2018 Aug 23 12:05:00 PM","2018 Aug 23 12:15:00 PM","Weekday","Midday","UD4H",,"Heavy Clouds","65","1","93",,,,,,,,"41","11","2","2","0","1","0","0","0","1",,,,,,,,,,,,,
"1059","2018_Seattle_Citywide","GPR1","2018 Aug 23 12:05:00 PM","2018 Aug 23 12:15:00 PM","Weekday","Midday","UD4H",,"Heavy Clouds","60","1","21",,,,,,,,"7","5","0","1","0","0","0","0","0","0",,,,,,,,,,,,,
"483","2018_Seattle_Citywide","BLV1","2018 Aug 23 12:02:00 PM","2018 Aug 23 12:12:00 PM","Weekday","Midday","UD4H",,"Heavy Clouds","63","1","2",,,,,,,,"2","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"936","2018_Seattle_Citywide","WAL4","2018 Aug 23 09:56:00 AM","2018 Aug 23 10:06:00 AM","Weekday","Morning","UD4H",,"Heavy Clouds","59","2","7","3",,"4",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"935","2018_Seattle_Citywide","WAL4","2018 Aug 23 09:46:00 AM","2018 Aug 23 09:56:00 AM","Weekday","Morning","UD4H",,"Heavy Clouds","59","1","4",,,,,,,,"4","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1186","2018_Seattle_Citywide","BLV2","2018 Aug 23 09:36:00 AM","2018 Aug 23 09:46:00 AM","Weekday","Morning","UD4H",,"Heavy Clouds","59","2","1","1",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1185","2018_Seattle_Citywide","BLV2","2018 Aug 23 09:25:00 AM","2018 Aug 23 09:35:00 AM","Weekday","Morning","UD4H",,"Heavy Clouds","59","1","1",,,,,,,,"1","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1394","2018_Seattle_Citywide","FRE2","2018 Aug 23 09:09:00 AM","2018 Aug 23 09:19:00 AM","Weekday","Morning","UD4H",,"Heavy Clouds","57","2","6","2",,"4",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1464","2018_Seattle_Citywide","WAL3","2018 Aug 23 09:03:00 AM","2018 Aug 23 09:13:00 AM","Weekday","Morning","UD4H",,"Light Rain","59","2","7","5",,"2",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"258","2018_Seattle_Citywide","GPR2","2018 Aug 23 08:59:00 AM","2018 Aug 23 09:09:00 AM","Weekday","Morning","UD4H",,"Heavy Clouds","59","2","4","3",,"1",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1393","2018_Seattle_Citywide","FRE2","2018 Aug 23 08:58:00 AM","2018 Aug 23 09:08:00 AM","Weekday","Morning","UD4H",,"Heavy Clouds","57","1","7",,,,,,,,"7","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1463","2018_Seattle_Citywide","WAL3","2018 Aug 23 08:52:00 AM","2018 Aug 23 09:02:00 AM","Weekday","Morning","UD4H",,"Light Rain","59","1","2",,,,,,,,"2","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"482","2018_Seattle_Citywide","BLV1","2018 Aug 23 08:49:00 AM","2018 Aug 23 08:59:00 AM","Weekday","Morning","UD4H",,"Light Rain","59","2","2","1",,"1",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"257","2018_Seattle_Citywide","GPR2","2018 Aug 23 08:49:00 AM","2018 Aug 23 08:59:00 AM","Weekday","Morning","UD4H",,"Heavy Clouds","59","1","50",,,,,,,,"3","1","0","0","9","0","0","0","0","0",,,,,,,,,,,,,
"481","2018_Seattle_Citywide","BLV1","2018 Aug 23 08:38:00 AM","2018 Aug 23 08:48:00 AM","Weekday","Morning","UD4H",,"Light Rain","59","1","1",,,,,,,,"1","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1058","2018_Seattle_Citywide","GPR1","2018 Aug 23 08:15:00 AM","2018 Aug 23 08:25:00 AM","Weekday","Morning","UD4H",,"Light Rain","56","2","9","5",,"4",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"851","2018_Seattle_Citywide","FRE1","2018 Aug 23 08:12:00 AM","2018 Aug 23 08:22:00 AM","Weekday","Morning","UD4H",,"Light Rain","59","2","21","15",,"6",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1057","2018_Seattle_Citywide","GPR1","2018 Aug 23 08:05:00 AM","2018 Aug 23 08:15:00 AM","Weekday","Morning","UD4H",,"Light Rain","56","1","5",,,,,,,,"5","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"850","2018_Seattle_Citywide","FRE1","2018 Aug 23 08:01:00 AM","2018 Aug 23 08:11:00 AM","Weekday","Morning","UD4H",,"Light Rain","59","1","30",,,,,,,,"25","0","0","0","1","0","0","0","0","0",,,,,,,,,,,,,
"1519","2018_Seattle_Citywide","RAI2","2018 Aug 22 04:44:00 PM","2018 Aug 22 04:54:00 PM","Weekday","Evening","UD4H",,"Light Clouds","89","1","1",,,,,,,,"1","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1520","2018_Seattle_Citywide","RAI2","2018 Aug 22 04:44:00 PM","2018 Aug 22 04:54:00 PM","Weekday","Evening","UD4H",,"Light Clouds","89","2","0","0",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1696","2018_Seattle_Citywide","RAI1","2018 Aug 22 04:10:00 PM","2018 Aug 22 04:20:00 PM","Weekday","Evening","UD4H",,"Light Clouds","85","2","0","0",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1695","2018_Seattle_Citywide","RAI1","2018 Aug 22 04:00:00 PM","2018 Aug 22 04:10:00 PM","Weekday","Evening","UD4H",,"Light Clouds","85","1","1",,,,,,,,"1","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1518","2018_Seattle_Citywide","RAI2","2018 Aug 22 12:59:00 PM","2018 Aug 22 01:09:00 PM","Weekday","Midday","UD4H",,"Light Clouds","80","2","1","1",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1517","2018_Seattle_Citywide","RAI2","2018 Aug 22 12:49:00 PM","2018 Aug 22 12:59:00 PM","Weekday","Midday","UD4H",,"Light Clouds","80","1","0",,,,,,,,"0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1694","2018_Seattle_Citywide","RAI1","2018 Aug 22 12:10:00 PM","2018 Aug 22 12:20:00 PM","Weekday","Midday","UD4H",,"Light Clouds","80","2","2","2",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1693","2018_Seattle_Citywide","RAI1","2018 Aug 22 12:00:00 PM","2018 Aug 22 12:10:00 PM","Weekday","Midday","UD4H",,"Light Clouds","80","1","1",,,,,,,,"1","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"930","2018_Seattle_Citywide","WAL4","2018 Aug 22 09:41:00 AM","2018 Aug 22 09:51:00 AM","Weekday","Morning","UD4H",,"Light Clouds","72","2","7","4",,"3",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"929","2018_Seattle_Citywide","WAL4","2018 Aug 22 09:21:00 AM","2018 Aug 22 09:31:00 AM","Weekday","Morning","UD4H",,"Light Clouds","72","1","7",,,,,,,,"5","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1516","2018_Seattle_Citywide","RAI2","2018 Aug 22 09:10:00 AM","2018 Aug 22 09:20:00 AM","Weekday","Morning","UD4H",,"Light Clouds","68","2","1","1",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1515","2018_Seattle_Citywide","RAI2","2018 Aug 22 09:00:00 AM","2018 Aug 22 09:10:00 AM","Weekday","Morning","UD4H",,"Light Clouds","68","1","0",,,,,,,,"0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1458","2018_Seattle_Citywide","WAL3","2018 Aug 22 08:38:00 AM","2018 Aug 22 08:48:00 AM","Weekday","Morning","UD4H",,"Light Clouds","70","2","3","3",,"0",,"0",,"3",,,,,,,,,,,,,,,,,,,,,,,
"1692","2018_Seattle_Citywide","RAI1","2018 Aug 22 08:30:00 AM","2018 Aug 22 08:40:00 AM","Weekday","Morning","UD4H",,"Light Clouds","66","2","4","3",,"1",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1457","2018_Seattle_Citywide","WAL3","2018 Aug 22 08:27:00 AM","2018 Aug 22 08:37:00 AM","Weekday","Morning","UD4H",,"Light Clouds","70","1","6",,,,,,,,"6","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1691","2018_Seattle_Citywide","RAI1","2018 Aug 22 08:20:00 AM","2018 Aug 22 08:30:00 AM","Weekday","Morning","UD4H",,"Light Clouds","66","1","7",,,,,,,,"5","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"934","2018_Seattle_Citywide","WAL4","2018 Aug 21 05:29:00 PM","2018 Aug 21 05:39:00 PM","Weekday","Evening","UD4H",,"Light Clouds","86","2","22","6",,"16",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"933","2018_Seattle_Citywide","WAL4","2018 Aug 21 05:17:00 PM","2018 Aug 21 05:27:00 PM","Weekday","Evening","UD4H",,"Light Clouds","86","1","34",,,,,,,,"11","9","0","0","1","0","0","0","0","0",,,,,,,,,,,,,
"1514","2018_Seattle_Citywide","RAI2","2018 Aug 21 04:55:00 PM","2018 Aug 21 05:05:00 PM","Weekday","Evening","UD4H",,"Light Clouds","82","2","0","0",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1513","2018_Seattle_Citywide","RAI2","2018 Aug 21 04:45:00 PM","2018 Aug 21 04:55:00 PM","Weekday","Evening","UD4H",,"Light Clouds","82","1","3",,,,,,,,"3","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1462","2018_Seattle_Citywide","WAL3","2018 Aug 21 04:28:00 PM","2018 Aug 21 04:38:00 PM","Weekday","Evening","UD4H",,"Light Clouds","86","2","21","13",,"8",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1461","2018_Seattle_Citywide","WAL3","2018 Aug 21 04:15:00 PM","2018 Aug 21 04:25:00 PM","Weekday","Evening","UD4H",,"Light Clouds","86","1","8",,,,,,,,"6","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1690","2018_Seattle_Citywide","RAI1","2018 Aug 21 04:11:00 PM","2018 Aug 21 04:21:00 PM","Weekday","Evening","UD4H",,"Light Clouds","85","2","1","1",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1689","2018_Seattle_Citywide","RAI1","2018 Aug 21 04:00:00 PM","2018 Aug 21 04:10:00 PM","Weekday","Evening","UD4H",,"Light Clouds","85","1","2",,,,,,,,"2","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"932","2018_Seattle_Citywide","WAL4","2018 Aug 21 01:25:00 PM","2018 Aug 21 01:35:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","81","2","16","7",,"9",,"0",,"3",,,,,,,,,,,,,,,,,,,,,,,
"931","2018_Seattle_Citywide","WAL4","2018 Aug 21 01:14:00 PM","2018 Aug 21 01:24:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","81","1","25",,,,,,,,"13","6","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1512","2018_Seattle_Citywide","RAI2","2018 Aug 21 01:01:00 PM","2018 Aug 21 01:11:00 PM","Weekday","Midday","UD4H",,"Light Clouds","80","2","2","2",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1511","2018_Seattle_Citywide","RAI2","2018 Aug 21 12:50:00 PM","2018 Aug 21 01:00:00 PM","Weekday","Midday","UD4H",,"Light Clouds","80","1","1",,,,,,,,"1","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1460","2018_Seattle_Citywide","WAL3","2018 Aug 21 12:25:00 PM","2018 Aug 21 12:35:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","77","2","16","9",,"7",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1459","2018_Seattle_Citywide","WAL3","2018 Aug 21 12:14:00 PM","2018 Aug 21 12:24:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","77","1","8",,,,,,,,"4","2","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1688","2018_Seattle_Citywide","RAI1","2018 Aug 21 12:10:00 PM","2018 Aug 21 12:20:00 PM","Weekday","Midday","UD4H",,"Light Clouds","77","2","2","0",,"2",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1687","2018_Seattle_Citywide","RAI1","2018 Aug 21 12:00:00 PM","2018 Aug 21 12:10:00 PM","Weekday","Midday","UD4H",,"Light Clouds","77","1","2",,,,,,,,"2","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1510","2018_Seattle_Citywide","RAI2","2018 Aug 21 09:11:00 AM","2018 Aug 21 09:21:00 AM","Weekday","Morning","UD4H",,"Light Clouds","68","2","0","0",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1509","2018_Seattle_Citywide","RAI2","2018 Aug 21 09:01:00 AM","2018 Aug 21 09:11:00 AM","Weekday","Morning","UD4H",,"Light Clouds","68","1","1",,,,,,,,"1","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1686","2018_Seattle_Citywide","RAI1","2018 Aug 21 08:26:00 AM","2018 Aug 21 08:36:00 AM","Weekday","Morning","UD4H",,"Light Clouds","68","2","9","4",,"5",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1685","2018_Seattle_Citywide","RAI1","2018 Aug 21 08:15:00 AM","2018 Aug 21 08:25:00 AM","Weekday","Morning","UD4H",,"Light Clouds","68","1","9",,,,,,,,"5","2","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"192","2018_Seattle_Citywide","OTH2","2018 Aug 20 05:07:00 PM","2018 Aug 20 05:17:00 PM","Weekday","Evening","UD4H",,"Heavy Clouds","80","2","10","6",,"4",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"191","2018_Seattle_Citywide","OTH2","2018 Aug 20 04:56:00 PM","2018 Aug 20 05:06:00 PM","Weekday","Evening","UD4H",,"Heavy Clouds","80","1","7",,,,,,,,"7","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1184","2018_Seattle_Citywide","OTH1","2018 Aug 20 04:13:00 PM","2018 Aug 20 04:23:00 PM","Weekday","Evening","UD4H","event:accidents_emergency","Light Clouds","80","2","6","4",,"1",,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1183","2018_Seattle_Citywide","OTH1","2018 Aug 20 04:02:00 PM","2018 Aug 20 04:12:00 PM","Weekday","Evening","UD4H","event:accidents_emergency","Light Clouds","80","1","5",,,,,,,,"3","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"190","2018_Seattle_Citywide","OTH2","2018 Aug 20 01:38:00 PM","2018 Aug 20 01:48:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","77","2","13","5",,"7",,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,
"189","2018_Seattle_Citywide","OTH2","2018 Aug 20 01:26:00 PM","2018 Aug 20 01:36:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","77","1","15",,,,,,,,"5","0","1","0","0","0","1","0","0","0",,,,,,,,,,,,,
"1182","2018_Seattle_Citywide","OTH1","2018 Aug 20 12:49:00 PM","2018 Aug 20 12:59:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","75","2","11","5",,"6",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,,
"1181","2018_Seattle_Citywide","OTH1","2018 Aug 20 12:38:00 PM","2018 Aug 20 12:48:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","75","1","5",,,,,,,,"3","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"188","2018_Seattle_Citywide","OTH2","2018 Aug 20 10:07:00 AM","2018 Aug 20 10:17:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","65","2","4","4",,"0",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,,
"187","2018_Seattle_Citywide","OTH2","2018 Aug 20 09:57:00 AM","2018 Aug 20 10:07:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","65","1","6",,,,,,,,"2","2","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1180","2018_Seattle_Citywide","OTH1","2018 Aug 20 09:13:00 AM","2018 Aug 20 09:23:00 AM","Weekday","Morning","UD4H",,"Sun-Exposed","63","2","3","1",,"2",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1179","2018_Seattle_Citywide","OTH1","2018 Aug 20 09:03:00 AM","2018 Aug 20 09:13:00 AM","Weekday","Morning","UD4H",,"Sun-Exposed","63","1","4",,,,,,,,"4","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1616","2018_Seattle_Citywide","WES4","2018 Aug 18 06:09:00 PM","2018 Aug 18 06:19:00 PM","Weekend","Evening","UD4H",,"Light Clouds","74","2","30","14",,"15",,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1615","2018_Seattle_Citywide","WES4","2018 Aug 18 05:59:00 PM","2018 Aug 18 06:09:00 PM","Weekend","Evening","UD4H",,"Light Clouds","74","1","47",,,,,,,,"16","9","3","1","0","0","0","0","0","0",,,,,,,,,,,,,
"448","2018_Seattle_Citywide","WES3","2018 Aug 18 05:38:00 PM","2018 Aug 18 05:48:00 PM","Weekend","Evening","UD4H",,"Light Clouds","76","2","53","20",,"33",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"447","2018_Seattle_Citywide","WES3","2018 Aug 18 05:28:00 PM","2018 Aug 18 05:38:00 PM","Weekend","Evening","UD4H",,"Light Clouds","76","1","46",,,,,,,,"16","7","2","1","0","1","0","0","0","0",,,,,,,,,,,,,
"224","2018_Seattle_Citywide","PIK4","2018 Aug 18 05:08:00 PM","2018 Aug 18 05:18:00 PM","Weekend","Evening","UD4H",,"Sun-Shaded","77","2","48","26",,"22",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"186","2018_Seattle_Citywide","OTH2","2018 Aug 18 05:08:00 PM","2018 Aug 18 05:18:00 PM","Weekend","Evening","UD4H",,"Sun-Shaded","75","2","10","4",,"6",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1504","2018_Seattle_Citywide","WAL2","2018 Aug 18 05:06:00 PM","2018 Aug 18 05:16:00 PM","Weekend","Evening","UD4H",,"Sun-Shaded","76","2","29","14",,"15",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"304","2018_Seattle_Citywide","UNI2","2018 Aug 18 04:58:00 PM","2018 Aug 18 05:08:00 PM","Weekend","Evening","UD4H",,"Sun-Shaded","78","2","60","30",,"28",,"2",,"0",,,,,,,,,,,,,,,,,,,,,,,
"223","2018_Seattle_Citywide","PIK4","2018 Aug 18 04:57:00 PM","2018 Aug 18 05:07:00 PM","Weekend","Evening","UD4H",,"Sun-Shaded","77","1","31",,,,,,,,"16","6","1","0","0","0","0","0","0","0",,,,,,,,,,,,,
"185","2018_Seattle_Citywide","OTH2","2018 Aug 18 04:57:00 PM","2018 Aug 18 05:07:00 PM","Weekend","Evening","UD4H",,"Sun-Shaded","75","1","4",,,,,,,,"4","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1503","2018_Seattle_Citywide","WAL2","2018 Aug 18 04:56:00 PM","2018 Aug 18 05:06:00 PM","Weekend","Evening","UD4H",,"Sun-Shaded","76","1","22",,,,,,,,"13","1","1","1","0","0","0","0","0","0",,,,,,,,,,,,,
"303","2018_Seattle_Citywide","UNI2","2018 Aug 18 04:47:00 PM","2018 Aug 18 04:57:00 PM","Weekend","Evening","UD4H",,"Sun-Shaded","78","1","57",,,,,,,,"22","10","3","0","0","1","0","0","0","0",,,,,,,,,,,,,
"768","2018_Seattle_Citywide","WAL1","2018 Aug 18 04:23:00 PM","2018 Aug 18 04:33:00 PM","Weekend","Evening","UD4H",,"Sun-Exposed","76","2","17","11",,"6",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"480","2018_Seattle_Citywide","ALK2","2018 Aug 18 04:22:00 PM","2018 Aug 18 04:32:00 PM","Weekend","Evening","UD4H",,"Sun-Shaded","77","2","39","22",,"17",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"128","2018_Seattle_Citywide","PIK3","2018 Aug 18 04:14:00 PM","2018 Aug 18 04:24:00 PM","Weekend","Evening","UD4H",,"Sun-Shaded","77","2","89","61",,"28",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"767","2018_Seattle_Citywide","WAL1","2018 Aug 18 04:13:00 PM","2018 Aug 18 04:23:00 PM","Weekend","Evening","UD4H",,"Sun-Exposed","76","1","30",,,,,,,,"13","7","1","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1178","2018_Seattle_Citywide","OTH1","2018 Aug 18 04:11:00 PM","2018 Aug 18 04:21:00 PM","Weekend","Evening","UD4H",,"Sun-Exposed","73","2","8","5",,"2",,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,
"479","2018_Seattle_Citywide","ALK2","2018 Aug 18 04:11:00 PM","2018 Aug 18 04:21:00 PM","Weekend","Evening","UD4H",,"Sun-Shaded","77","1","88",,,,,,,,"13","16","4","2","0","1","1","0","0","1",,,,,,,,,,,,,
"1360","2018_Seattle_Citywide","UNI1","2018 Aug 18 04:10:00 PM","2018 Aug 18 04:20:00 PM","Weekend","Evening","UD4H",,"Sun-Shaded","78","2","59","31",,"28",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"127","2018_Seattle_Citywide","PIK3","2018 Aug 18 04:04:00 PM","2018 Aug 18 04:14:00 PM","Weekend","Evening","UD4H",,"Sun-Shaded","77","1","80",,,,,,,,"48","12","0","2","0","0","0","0","0","0",,,,,,,,,,,,,
"1177","2018_Seattle_Citywide","OTH1","2018 Aug 18 04:01:00 PM","2018 Aug 18 04:11:00 PM","Weekend","Evening","UD4H",,"Sun-Exposed","73","1","2",,,,,,,,"2","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1359","2018_Seattle_Citywide","UNI1","2018 Aug 18 03:56:00 PM","2018 Aug 18 04:06:00 PM","Weekend","Evening","UD4H",,"Sun-Shaded","78","1","57",,,,,,,,"17","12","4","1","0","0","0","0","0","0",,,,,,,,,,,,,
"1584","2018_Seattle_Citywide","ALK1","2018 Aug 18 03:23:00 PM","2018 Aug 18 03:33:00 PM","Weekend","Evening","UD4H",,"Sun-Shaded","74","2","108","48",,"58",,"2",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1583","2018_Seattle_Citywide","ALK1","2018 Aug 18 03:17:00 PM","2018 Aug 18 03:27:00 PM","Weekend","Evening","UD4H",,"Sun-Shaded","74","1","133",,,,,,,,"10","23","13","5","1","1","1","0","0","0",,,,,,,,,,,,,
"184","2018_Seattle_Citywide","OTH2","2018 Aug 18 02:09:00 PM","2018 Aug 18 02:19:00 PM","Weekend","Midday","UD4H",,"Sun-Shaded","71","2","4","2",,"1",,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,
"1614","2018_Seattle_Citywide","WES4","2018 Aug 18 02:07:00 PM","2018 Aug 18 02:17:00 PM","Weekend","Midday","UD4H",,"Sun-Shaded","75","2","31","14",,"17",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,,
"183","2018_Seattle_Citywide","OTH2","2018 Aug 18 01:58:00 PM","2018 Aug 18 02:08:00 PM","Weekend","Midday","UD4H",,"Sun-Shaded","71","1","9",,,,,,,,"1","0","1","0","1","0","0","0","0","0",,,,,,,,,,,,,
"1613","2018_Seattle_Citywide","WES4","2018 Aug 18 01:57:00 PM","2018 Aug 18 02:07:00 PM","Weekend","Midday","UD4H",,"Sun-Shaded","75","1","48",,,,,,,,"19","8","3","1","0","0","0","0","0","0",,,,,,,,,,,,,
"302","2018_Seattle_Citywide","UNI2","2018 Aug 18 01:23:00 PM","2018 Aug 18 01:33:00 PM","Weekend","Midday","UD4H",,"Light Clouds","72","2","94","58",,"36",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"446","2018_Seattle_Citywide","WES3","2018 Aug 18 01:21:00 PM","2018 Aug 18 01:31:00 PM","Weekend","Midday","UD4H",,"Sun-Shaded","70","2","54","31",,"23",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1176","2018_Seattle_Citywide","OTH1","2018 Aug 18 01:16:00 PM","2018 Aug 18 01:26:00 PM","Weekend","Midday","UD4H","event:political_religious","Sun-Exposed","74","2","15","7",,"8",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,,
"301","2018_Seattle_Citywide","UNI2","2018 Aug 18 01:13:00 PM","2018 Aug 18 01:23:00 PM","Weekend","Midday","UD4H",,"Light Clouds","72","1","64",,,,,,,,"38","7","4","0","0","0","0","0","0","0",,,,,,,,,,,,,
"222","2018_Seattle_Citywide","PIK4","2018 Aug 18 01:12:00 PM","2018 Aug 18 01:22:00 PM","Weekend","Midday","UD4H",,"Sun-Shaded","72","2","30","18",,"12",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"445","2018_Seattle_Citywide","WES3","2018 Aug 18 01:11:00 PM","2018 Aug 18 01:21:00 PM","Weekend","Midday","UD4H",,"Sun-Shaded","70","1","67",,,,,,,,"17","17","1","2","1","0","0","0","0","0",,,,,,,,,,,,,
"1175","2018_Seattle_Citywide","OTH1","2018 Aug 18 01:06:00 PM","2018 Aug 18 01:16:00 PM","Weekend","Midday","UD4H","event:political_religious","Sun-Exposed","74","1","14",,,,,,,,"6","2","0","1","0","0","0","0","0","0",,,,,,,,,,,,,
