"unique_moving_id","study_id","location_id","moving_time_start","moving_time_end","moving_day_of_week","moving_time_of_day","moving_count_surveyor","moving_conditions","moving_microclimate","moving_temperature","moving_row_id","moving_row_total","moving_male","moving_male_mobility_assist","moving_female","moving_female_mobility_assist","moving_other_unsure","moving_other_unsure_mobility_assist","moving_total_mobility_assist","moving_groupsize_1","moving_groupsize_2","moving_groupsize_3","moving_groupsize_4","moving_groupsize_5","moving_groupsize_6","moving_groupsize_7","moving_groupsize_8","moving_groupsize_9","moving_groupsize_10+","moving_0-4","moving_5-14","moving_15-24","moving_25-44","moving_45-64","moving_65+","moving_25_64","moving_pedestrian","moving_micromobility","moving_bicycling","moving_motorized","moving_supported","moving_notes"
"783","2018_Seattle_Citywide","RSV2","2018 Sep 15 05:01:00 PM","2018 Sep 15 05:11:00 PM","Weekend","Evening","UD4H",,"Light Clouds","64","1","5",,,,,,,,"3","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"415","2018_Seattle_Citywide","WED2","2018 Sep 15 05:00:00 PM","2018 Sep 15 05:10:00 PM","Weekend","Evening","UD4H",,"Light Rain","63","1","4",,,,,,,,"2","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"160","2018_Seattle_Citywide","RAV4","2018 Sep 15 04:57:00 PM","2018 Sep 15 05:07:00 PM","Weekend","Evening","UD4H",,"Light Rain","63","2","2","2",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1088","2018_Seattle_Citywide","SOP2","2018 Sep 15 04:51:00 PM","2018 Sep 15 05:01:00 PM","Weekend","Evening","UD4H",,"Light Rain","65","2","8","5",,"3",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"159","2018_Seattle_Citywide","RAV4","2018 Sep 15 04:46:00 PM","2018 Sep 15 04:56:00 PM","Weekend","Evening","UD4H",,"Light Rain","63","1","10",,,,,,,,"8","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1087","2018_Seattle_Citywide","SOP2","2018 Sep 15 04:41:00 PM","2018 Sep 15 04:51:00 PM","Weekend","Evening","UD4H",,"Light Rain","65","1","7",,,,,,,,"7","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1168","2018_Seattle_Citywide","WED1","2018 Sep 15 04:30:00 PM","2018 Sep 15 04:40:00 PM","Weekend","Evening","UD4H",,"Heavy Clouds","63","2","18","11",,"7",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"865","2018_Seattle_Citywide","FRE1","2018 Sep 15 04:26:00 PM","2018 Sep 15 04:36:00 PM","Weekend","Evening","UD4H",,"Light Rain","64","2","62","31",,"30",,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1568","2018_Seattle_Citywide","LAK1","2018 Sep 15 04:20:00 PM","2018 Sep 15 04:30:00 PM","Weekend","Evening","UD4H",,"Light Rain","62","2","2","0",,"2",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,,
"1167","2018_Seattle_Citywide","WED1","2018 Sep 15 04:20:00 PM","2018 Sep 15 04:30:00 PM","Weekend","Evening","UD4H",,"Heavy Clouds","63","1","15",,,,,,,,"7","4","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"864","2018_Seattle_Citywide","FRE1","2018 Sep 15 04:16:00 PM","2018 Sep 15 04:26:00 PM","Weekend","Evening","UD4H",,"Light Rain","64","1","50",,,,,,,,"16","4","1","4","0","0","1","0","0","0",,,,,,,,,,,,,
"1664","2018_Seattle_Citywide","RSV1","2018 Sep 15 04:10:00 PM","2018 Sep 15 04:20:00 PM","Weekend","Evening","UD4H",,"Heavy Clouds","64","2","4","1",,"2",,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1440","2018_Seattle_Citywide","RAV3","2018 Sep 15 04:10:00 PM","2018 Sep 15 04:20:00 PM","Weekend","Evening","UD4H",,"Light Rain","64","2","9","5",,"3",,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1456","2018_Seattle_Citywide","SOP1","2018 Sep 15 04:10:00 PM","2018 Sep 15 04:20:00 PM","Weekend","Evening","UD4H",,"Light Rain","65","2","0","0",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1567","2018_Seattle_Citywide","LAK1","2018 Sep 15 04:07:00 PM","2018 Sep 15 04:17:00 PM","Weekend","Evening","UD4H",,"Light Rain","62","1","2",,,,,,,,"2","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1663","2018_Seattle_Citywide","RSV1","2018 Sep 15 04:00:00 PM","2018 Sep 15 04:10:00 PM","Weekend","Evening","UD4H",,"Heavy Clouds","64","1","2",,,,,,,,"2","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1455","2018_Seattle_Citywide","SOP1","2018 Sep 15 04:00:00 PM","2018 Sep 15 04:10:00 PM","Weekend","Evening","UD4H",,"Light Rain","65","1","10",,,,,,,,"4","3","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1439","2018_Seattle_Citywide","RAV3","2018 Sep 15 04:00:00 PM","2018 Sep 15 04:10:00 PM","Weekend","Evening","UD4H",,"Light Rain","64","1","7",,,,,,,,"2","0","0","0","1","0","0","0","0","0",,,,,,,,,,,,,
"1486","2018_Seattle_Citywide","LAK2","2018 Sep 15 01:50:00 PM","2018 Sep 15 02:00:00 PM","Weekend","Midday","UD4H",,"Heavy Clouds","62","2","8","3",,"5",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,,
"1485","2018_Seattle_Citywide","LAK2","2018 Sep 15 01:40:00 PM","2018 Sep 15 01:50:00 PM","Weekend","Midday","UD4H",,"Heavy Clouds","62","1","14",,,,,,,,"10","2","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1406","2018_Seattle_Citywide","FRE2","2018 Sep 15 01:29:00 PM","2018 Sep 15 01:39:00 PM","Weekend","Midday","UD4H",,"Heavy Clouds","63","2","54","33",,"21",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1086","2018_Seattle_Citywide","SOP2","2018 Sep 15 01:21:00 PM","2018 Sep 15 01:31:00 PM","Weekend","Midday","UD4H",,"Heavy Clouds","61","2","48","23",,"25",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1405","2018_Seattle_Citywide","FRE2","2018 Sep 15 01:18:00 PM","2018 Sep 15 01:28:00 PM","Weekend","Midday","UD4H",,"Heavy Clouds","63","1","28",,,,,,,,"15","3","1","1","0","0","0","0","0","0",,,,,,,,,,,,,
"158","2018_Seattle_Citywide","RAV4","2018 Sep 15 01:12:00 PM","2018 Sep 15 01:22:00 PM","Weekend","Midday","UD4H",,"Heavy Clouds","64","2","1","1",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1085","2018_Seattle_Citywide","SOP2","2018 Sep 15 01:11:00 PM","2018 Sep 15 01:21:00 PM","Weekend","Midday","UD4H",,"Heavy Clouds","61","1","34",,,,,,,,"15","5","1","0","0","1","0","0","0","0",,,,,,,,,,,,,
"157","2018_Seattle_Citywide","RAV4","2018 Sep 15 01:02:00 PM","2018 Sep 15 01:12:00 PM","Weekend","Midday","UD4H",,"Heavy Clouds","64","1","2",,,,,,,,"2","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"781","2018_Seattle_Citywide","RSV2","2018 Sep 15 01:00:00 PM","2018 Sep 15 01:10:00 PM","Weekend","Midday","UD4H",,"Light Rain","64","1","3",,,,,,,,"3","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1566","2018_Seattle_Citywide","LAK1","2018 Sep 15 12:58:00 PM","2018 Sep 15 01:08:00 PM","Weekend","Midday","UD4H",,"Light Rain","61","2","1","0",,"1",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"414","2018_Seattle_Citywide","WED2","2018 Sep 15 12:55:00 PM","2018 Sep 15 01:05:00 PM","Weekend","Midday","UD4H",,"Heavy Clouds","62","2","32","15",,"17",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1565","2018_Seattle_Citywide","LAK1","2018 Sep 15 12:47:00 PM","2018 Sep 15 12:57:00 PM","Weekend","Midday","UD4H",,"Light Rain","61","1","3",,,,,,,,"3","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"413","2018_Seattle_Citywide","WED2","2018 Sep 15 12:45:00 PM","2018 Sep 15 12:55:00 PM","Weekend","Midday","UD4H",,"Heavy Clouds","62","1","24",,,,,,,,"10","5","0","1","0","0","0","0","0","0",,,,,,,,,,,,,
"1454","2018_Seattle_Citywide","SOP1","2018 Sep 15 12:40:00 PM","2018 Sep 15 12:50:00 PM","Weekend","Midday","UD4H",,"Heavy Clouds","61","2","25","14",,"11",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"863","2018_Seattle_Citywide","FRE1","2018 Sep 15 12:33:00 PM","2018 Sep 15 12:43:00 PM","Weekend","Midday","UD4H",,"Light Rain","59","2","26","16",,"10",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1453","2018_Seattle_Citywide","SOP1","2018 Sep 15 12:30:00 PM","2018 Sep 15 12:40:00 PM","Weekend","Midday","UD4H",,"Heavy Clouds","61","1","18",,,,,,,,"14","2","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1662","2018_Seattle_Citywide","RSV1","2018 Sep 15 12:30:00 PM","2018 Sep 15 12:40:00 PM","Weekend","Midday","UD4H",,"Light Rain","59","2","7","5",,"2",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1438","2018_Seattle_Citywide","RAV3","2018 Sep 15 12:27:00 PM","2018 Sep 15 12:37:00 PM","Weekend","Midday","UD4H",,"Light Rain","59","2","8","7",,"1",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"862","2018_Seattle_Citywide","FRE1","2018 Sep 15 12:22:00 PM","2018 Sep 15 12:32:00 PM","Weekend","Midday","UD4H",,"Light Rain","59","1","21",,,,,,,,"11","2","2","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1661","2018_Seattle_Citywide","RSV1","2018 Sep 15 12:20:00 PM","2018 Sep 15 12:30:00 PM","Weekend","Midday","UD4H",,"Light Rain","59","1","5",,,,,,,,"3","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1437","2018_Seattle_Citywide","RAV3","2018 Sep 15 12:17:00 PM","2018 Sep 15 12:27:00 PM","Weekend","Midday","UD4H",,"Light Rain","59","1","4",,,,,,,,"4","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"782","2018_Seattle_Citywide","RSV2","2018 Sep 15 12:10:00 PM","2018 Sep 15 12:20:00 PM","Weekend","Midday","UD4H",,"Light Rain","64","2","5","2",,"3",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1166","2018_Seattle_Citywide","WED1","2018 Sep 15 12:10:00 PM","2018 Sep 15 12:20:00 PM","Weekend","Midday","UD4H",,"Heavy Clouds","60","2","19","9",,"10",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1165","2018_Seattle_Citywide","WED1","2018 Sep 15 12:00:00 PM","2018 Sep 15 12:10:00 PM","Weekend","Midday","UD4H",,"Heavy Clouds","60","1","16",,,,,,,,"10","3","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"780","2018_Seattle_Citywide","RSV2","2018 Sep 14 05:18:00 PM","2018 Sep 14 05:28:00 PM","Weekday","Evening","UD4H","event:accidents_emergency","Heavy Clouds","66","2","7","4",,"2",,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,
"779","2018_Seattle_Citywide","RSV2","2018 Sep 14 05:08:00 PM","2018 Sep 14 05:18:00 PM","Weekday","Evening","UD4H","event:accidents_emergency","Heavy Clouds","66","1","8",,,,,,,,"6","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"156","2018_Seattle_Citywide","RAV4","2018 Sep 14 04:56:00 PM","2018 Sep 14 05:06:00 PM","Weekday","Evening","UD4H",,"Heavy Clouds","65","2","7","4",,"3",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"155","2018_Seattle_Citywide","RAV4","2018 Sep 14 04:46:00 PM","2018 Sep 14 04:56:00 PM","Weekday","Evening","UD4H",,"Heavy Clouds","65","1","11",,,,,,,,"11","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1436","2018_Seattle_Citywide","RAV3","2018 Sep 14 04:10:00 PM","2018 Sep 14 04:20:00 PM","Weekday","Evening","UD4H",,"Heavy Clouds","66","2","10","6",,"3",,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1660","2018_Seattle_Citywide","RSV1","2018 Sep 14 04:10:00 PM","2018 Sep 14 04:20:00 PM","Weekday","Evening","UD4H",,"Heavy Clouds","66","2","21","12",,"9",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1435","2018_Seattle_Citywide","RAV3","2018 Sep 14 04:00:00 PM","2018 Sep 14 04:10:00 PM","Weekday","Evening","UD4H",,"Heavy Clouds","66","1","6",,,,,,,,"6","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1659","2018_Seattle_Citywide","RSV1","2018 Sep 14 04:00:00 PM","2018 Sep 14 04:10:00 PM","Weekday","Evening","UD4H",,"Heavy Clouds","66","1","23",,,,,,,,"10","2","3","0","0","0","0","0","0","0",,,,,,,,,,,,,
"154","2018_Seattle_Citywide","RAV4","2018 Sep 14 01:00:00 PM","2018 Sep 14 01:10:00 PM","Weekday","Midday","UD4H",,"Light Clouds","63","2","4","2",,"2",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"778","2018_Seattle_Citywide","RSV2","2018 Sep 14 01:00:00 PM","2018 Sep 14 01:10:00 PM","Weekday","Midday","UD4H",,"Heavy Clouds","62","2","13","7",,"5",,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,
"153","2018_Seattle_Citywide","RAV4","2018 Sep 14 12:50:00 PM","2018 Sep 14 01:00:00 PM","Weekday","Midday","UD4H",,"Light Clouds","63","1","1",,,,,,,,"1","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"777","2018_Seattle_Citywide","RSV2","2018 Sep 14 12:50:00 PM","2018 Sep 14 01:00:00 PM","Weekday","Midday","UD4H",,"Heavy Clouds","62","1","6",,,,,,,,"4","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1434","2018_Seattle_Citywide","RAV3","2018 Sep 14 12:12:00 PM","2018 Sep 14 12:22:00 PM","Weekday","Midday","UD4H",,"Heavy Clouds","62","2","12","8",,"3",,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1658","2018_Seattle_Citywide","RSV1","2018 Sep 14 12:10:00 PM","2018 Sep 14 12:20:00 PM","Weekday","Midday","UD4H",,"Light Rain","55","2","13","8",,"5",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1433","2018_Seattle_Citywide","RAV3","2018 Sep 14 12:02:00 PM","2018 Sep 14 12:12:00 PM","Weekday","Midday","UD4H",,"Heavy Clouds","62","1","5",,,,,,,,"5","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1657","2018_Seattle_Citywide","RSV1","2018 Sep 14 12:00:00 PM","2018 Sep 14 12:10:00 PM","Weekday","Midday","UD4H",,"Light Rain","55","1","15",,,,,,,,"10","1","1","0","0","0","0","0","0","0",,,,,,,,,,,,,
"776","2018_Seattle_Citywide","RSV2","2018 Sep 14 09:25:00 AM","2018 Sep 14 09:35:00 AM","Weekday","Morning","UD4H",,"Heavy Rain","55","2","7","4",,"3",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"152","2018_Seattle_Citywide","RAV4","2018 Sep 14 09:25:00 AM","2018 Sep 14 09:35:00 AM","Weekday","Morning","UD4H",,"Heavy Clouds","56","2","3","2",,"1",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"151","2018_Seattle_Citywide","RAV4","2018 Sep 14 09:15:00 AM","2018 Sep 14 09:25:00 AM","Weekday","Morning","UD4H",,"Heavy Clouds","56","1","2",,,,,,,,"2","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"775","2018_Seattle_Citywide","RSV2","2018 Sep 14 09:15:00 AM","2018 Sep 14 09:25:00 AM","Weekday","Morning","UD4H",,"Heavy Rain","55","1","9",,,,,,,,"9","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1656","2018_Seattle_Citywide","RSV1","2018 Sep 14 08:40:00 AM","2018 Sep 14 08:50:00 AM","Weekday","Morning","UD4H",,"Heavy Rain","55","2","10","5",,"5",,"0",,"1",,,,,,,,,,,,,,,,,,,,,,,
"1432","2018_Seattle_Citywide","RAV3","2018 Sep 14 08:40:00 AM","2018 Sep 14 08:50:00 AM","Weekday","Morning","UD4H",,"Light Rain","55","2","6","5",,"1",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1655","2018_Seattle_Citywide","RSV1","2018 Sep 14 08:30:00 AM","2018 Sep 14 08:40:00 AM","Weekday","Morning","UD4H",,"Heavy Rain","55","1","12",,,,,,,,"8","2","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1431","2018_Seattle_Citywide","RAV3","2018 Sep 14 08:29:00 AM","2018 Sep 14 08:39:00 AM","Weekday","Morning","UD4H",,"Light Rain","55","1","7",,,,,,,,"7","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1480","2018_Seattle_Citywide","LAK2","2018 Sep 14 08:29:00 AM","2018 Sep 14 08:39:00 AM","Weekday","Morning","UD4H",,"Light Rain","57","2","7","6",,"1",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1479","2018_Seattle_Citywide","LAK2","2018 Sep 14 08:18:00 AM","2018 Sep 14 08:28:00 AM","Weekday","Morning","UD4H",,"Light Rain","57","1","11",,,,,,,,"9","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"150","2018_Seattle_Citywide","RAV4","2018 Sep 13 04:55:00 PM","2018 Sep 13 05:05:00 PM","Weekday","Evening","UD4H",,"Heavy Clouds","66","2","8","4",,"4",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"561","2018_Seattle_Citywide","GEO2","2018 Sep 13 04:43:00 PM","2018 Sep 13 04:53:00 PM","Weekday","Evening","UD4H",,"Heavy Clouds","66","2","26","12",,"13",,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,
"560","2018_Seattle_Citywide","GEO2","2018 Sep 13 04:43:00 PM","2018 Sep 13 04:53:00 PM","Weekday","Evening","UD4H",,"Heavy Clouds","66","1","10",,,,,,,,"10","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"149","2018_Seattle_Citywide","RAV4","2018 Sep 13 04:43:00 PM","2018 Sep 13 04:53:00 PM","Weekday","Evening","UD4H",,"Heavy Clouds","66","1","7",,,,,,,,"5","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1430","2018_Seattle_Citywide","RAV3","2018 Sep 13 04:11:00 PM","2018 Sep 13 04:21:00 PM","Weekday","Evening","UD4H",,"Light Clouds","66","2","15","6",,"8",,"1",,"0",,,,,,,,,,,,,,,,,,,,,,,
"64","2018_Seattle_Citywide","GEO1","2018 Sep 13 04:10:00 PM","2018 Sep 13 04:20:00 PM","Weekday","Evening","UD4H",,"Heavy Clouds","66","2","8","4",,"4",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1429","2018_Seattle_Citywide","RAV3","2018 Sep 13 04:01:00 PM","2018 Sep 13 04:11:00 PM","Weekday","Evening","UD4H",,"Light Clouds","66","1","6",,,,,,,,"6","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"63","2018_Seattle_Citywide","GEO1","2018 Sep 13 04:00:00 PM","2018 Sep 13 04:10:00 PM","Weekday","Evening","UD4H",,"Heavy Clouds","66","1","9",,,,,,,,"7","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"148","2018_Seattle_Citywide","RAV4","2018 Sep 13 01:08:00 PM","2018 Sep 13 01:18:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","64","2","10","8",,"2",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"147","2018_Seattle_Citywide","RAV4","2018 Sep 13 12:57:00 PM","2018 Sep 13 01:07:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","64","1","14",,,,,,,,"6","4","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"559","2018_Seattle_Citywide","GEO2","2018 Sep 13 12:52:00 PM","2018 Sep 13 01:02:00 PM","Weekday","Midday","UD4H",,"Heavy Clouds","65","2","18","11",,"7",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"558","2018_Seattle_Citywide","GEO2","2018 Sep 13 12:42:00 PM","2018 Sep 13 12:52:00 PM","Weekday","Midday","UD4H",,"Heavy Clouds","65","1","15",,,,,,,,"10","0","0","0","1","0","0","0","0","0",,,,,,,,,,,,,
"1428","2018_Seattle_Citywide","RAV3","2018 Sep 13 12:18:00 PM","2018 Sep 13 12:28:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","62","2","7","6",,"1",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"62","2018_Seattle_Citywide","GEO1","2018 Sep 13 12:10:00 PM","2018 Sep 13 12:20:00 PM","Weekday","Midday","UD4H",,"Heavy Clouds","63","2","21","12",,"9",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1427","2018_Seattle_Citywide","RAV3","2018 Sep 13 12:08:00 PM","2018 Sep 13 12:18:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","62","1","3",,,,,,,,"3","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"61","2018_Seattle_Citywide","GEO1","2018 Sep 13 12:00:00 PM","2018 Sep 13 12:10:00 PM","Weekday","Midday","UD4H",,"Heavy Clouds","63","1","13",,,,,,,,"5","1","2","0","0","0","0","0","0","0",,,,,,,,,,,,,
"146","2018_Seattle_Citywide","RAV4","2018 Sep 13 09:46:00 AM","2018 Sep 13 09:56:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","57","2","8","3",,"5",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"145","2018_Seattle_Citywide","RAV4","2018 Sep 13 09:36:00 AM","2018 Sep 13 09:46:00 AM","Weekday","Morning","UD4H",,"Sun-Shaded","57","1","3",,,,,,,,"1","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"557","2018_Seattle_Citywide","GEO2","2018 Sep 13 09:20:00 AM","2018 Sep 13 09:30:00 AM","Weekday","Morning","UD4H",,"Heavy Clouds","58","2","3","3",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"556","2018_Seattle_Citywide","GEO2","2018 Sep 13 09:10:00 AM","2018 Sep 13 09:20:00 AM","Weekday","Morning","UD4H",,"Heavy Clouds","58","1","6",,,,,,,,"6","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1426","2018_Seattle_Citywide","RAV3","2018 Sep 13 08:59:00 AM","2018 Sep 13 09:09:00 AM","Weekday","Morning","UD4H",,"Heavy Clouds","56","2","3","0",,"3",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1425","2018_Seattle_Citywide","RAV3","2018 Sep 13 08:48:00 AM","2018 Sep 13 08:58:00 AM","Weekday","Morning","UD4H",,"Heavy Clouds","56","1","0",,,,,,,,"0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"60","2018_Seattle_Citywide","GEO1","2018 Sep 13 08:35:00 AM","2018 Sep 13 08:45:00 AM","Weekday","Morning","UD4H",,"Heavy Clouds","58","2","7","4",,"3",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"59","2018_Seattle_Citywide","GEO1","2018 Sep 13 08:25:00 AM","2018 Sep 13 08:35:00 AM","Weekday","Morning","UD4H",,"Heavy Clouds","58","1","8",,,,,,,,"6","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1560","2018_Seattle_Citywide","LAK1","2018 Sep 12 08:55:00 AM","2018 Sep 12 09:05:00 AM","Weekday","Morning","UD4H",,"Light Clouds","57","2","2","2",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1559","2018_Seattle_Citywide","LAK1","2018 Sep 12 08:45:00 AM","2018 Sep 12 08:55:00 AM","Weekday","Morning","UD4H",,"Light Clouds","57","1","0",,,,,,,,"0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1484","2018_Seattle_Citywide","LAK2","2018 Sep 11 05:38:00 PM","2018 Sep 11 05:48:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","65","2","21","9",,"12",,"0",,"2",,,,,,,,,,,,,,,,,,,,,,,
"1483","2018_Seattle_Citywide","LAK2","2018 Sep 11 05:28:00 PM","2018 Sep 11 05:38:00 PM","Weekday","Evening","UD4H",,"Sun-Shaded","65","1","9",,,,,,,,"5","2","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1564","2018_Seattle_Citywide","LAK1","2018 Sep 11 04:49:00 PM","2018 Sep 11 04:59:00 PM","Weekday","Evening","UD4H",,"Sun-Exposed","65","2","1","1",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1563","2018_Seattle_Citywide","LAK1","2018 Sep 11 04:39:00 PM","2018 Sep 11 04:49:00 PM","Weekday","Evening","UD4H",,"Sun-Exposed","65","1","10",,,,,,,,"8","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1482","2018_Seattle_Citywide","LAK2","2018 Sep 11 01:23:00 PM","2018 Sep 11 01:33:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","66","2","11","7",,"4",,"0",,"2",,,,,,,,,,,,,,,,,,,,,,,
"1481","2018_Seattle_Citywide","LAK2","2018 Sep 11 01:13:00 PM","2018 Sep 11 01:23:00 PM","Weekday","Midday","UD4H",,"Sun-Shaded","66","1","19",,,,,,,,"12","2","1","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1562","2018_Seattle_Citywide","LAK1","2018 Sep 11 12:32:00 PM","2018 Sep 11 12:42:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","66","2","4","4",,"0",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1561","2018_Seattle_Citywide","LAK1","2018 Sep 11 12:21:00 PM","2018 Sep 11 12:31:00 PM","Weekday","Midday","UD4H",,"Sun-Exposed","66","1","4",,,,,,,,"2","1","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1478","2018_Seattle_Citywide","LAK2","2018 Sep 10 05:26:00 PM","2018 Sep 10 05:36:00 PM","Weekday","Evening","UD4H",,"Heavy Clouds","65","2","17","12",,"5",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"1477","2018_Seattle_Citywide","LAK2","2018 Sep 10 05:15:00 PM","2018 Sep 10 05:25:00 PM","Weekday","Evening","UD4H",,"Heavy Clouds","65","1","19",,,,,,,,"10","3","1","0","0","0","0","0","0","0",,,,,,,,,,,,,
"774","2018_Seattle_Citywide","RSV2","2018 Sep 10 05:04:00 PM","2018 Sep 10 05:14:00 PM","Weekday","Evening","UD4H",,"Heavy Clouds","67","2","13","5",,"8",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
"773","2018_Seattle_Citywide","RSV2","2018 Sep 10 04:54:00 PM","2018 Sep 10 05:04:00 PM","Weekday","Evening","UD4H",,"Heavy Clouds","67","1","12",,,,,,,,"8","2","0","0","0","0","0","0","0","0",,,,,,,,,,,,,
"1558","2018_Seattle_Citywide","LAK1","2018 Sep 10 04:31:00 PM","2018 Sep 10 04:41:00 PM","Weekday","Evening","UD4H",,"Heavy Clouds","66","2","3","2",,"1",,"0",,"0",,,,,,,,,,,,,,,,,,,,,,,
